id,ehr_vendor_id,address,endpoint_connection_type_id,name,description,environment_type_id
626bff93-b94e-5424-ae42-40612f09ed61,,https://fhir-service.medicscloud.com/fhir/da/adsc_Fln367U8qmmyHvq,hl7-fhir-rest,"RX- Ear,Nose,Throat, Facial & Plastic Surgeon PA",,production
684a0ea3-4a1b-5b35-921b-56b4a96662e6,,https://fhir-service.medicscloud.com/fhir/da/adsc_nzPCW7NnDT4dgui,hl7-fhir-rest,"RIS - FIRST COAST IMAGING, LLC",,production
0b22c5b5-47d9-5689-a098-7db9ae0d83dd,,https://fhir-service.medicscloud.com/fhir/da/adsc_Z5m6iGEiInnEmHf,hl7-fhir-rest,SL- BETHPAGE OB-GYN (Madonna Management),,production
d2383c1e-8722-5b1a-a250-5d31d7abaaad,,https://fhir-service.medicscloud.com/fhir/da/adsc_NQBuKIxfnxmtjEQ,hl7-fhir-rest,PAIN MANAGEMENT AND ANESTHESIA NJ,,production
af0f6b5c-c139-5965-bfc2-0768528e8b42,,https://fhir-service.medicscloud.com/fhir/da/adsc_uCYYOZongiuXe8q,hl7-fhir-rest,Gurpreet Kochar MD PC,,production
95be3367-7667-51b5-b02e-0714bd60ebb4,,https://fhir-service.medicscloud.com/fhir/da/adsc_5JN6lH1WDEXXHeX,hl7-fhir-rest,"SARIKA SHARMA, MD",,production
3d5fd94e-49be-5943-a282-0914e39d3358,,https://fhir-service.medicscloud.com/fhir/da/adsc_52FCEzVHiIWGRlS,hl7-fhir-rest,David A Blum,,production
79c85d61-86ea-5e30-b7be-697c7b95dffa,,https://fhir-service.medicscloud.com/fhir/da/adsc_1YlMVrjQ1GPEkZc,hl7-fhir-rest,FIRST CARE MEDICAL,,production
709fc360-06cd-537e-855f-1bab57077ee0,,https://fhir-service.medicscloud.com/fhir/da/adsc_LvvlTt7rw8b3C9N,hl7-fhir-rest,JAY C TYROLER,,production
41fc19bd-078e-5c6d-b638-d8f91fcb9538,,https://fhir-service.medicscloud.com/fhir/da/adsc_LfKqu9qvN274TnJ,hl7-fhir-rest,RELIABLE MANAGEMENT,,production
3eca4bcb-4631-5fd4-85ee-31f7c295bcce,,https://fhir-service.medicscloud.com/fhir/da/adsc_wSvq6yIMZMzGDJv,hl7-fhir-rest,Specialty Orthopedics,,production
ade428f6-27ed-5879-892a-7acf05afef53,,https://fhir-service.medicscloud.com/fhir/da/adsc_nZvrmhLcL9ekl4f,hl7-fhir-rest,David Sutter,,production
6b2795a0-8b5e-5529-a9d1-2453868ab410,,https://fhir-service.medicscloud.com/fhir/da/adsc_oB3nMEqxOFVmo8B,hl7-fhir-rest,Advanced Surgical Associates of Central Jersey,,production
6d85ff5d-54ff-5e2e-909f-1f4a096a534e,,https://fhir-service.medicscloud.com/fhir/da/adsc_KlQHXBKUUUr1QTl,hl7-fhir-rest,RONALD WILLENBORG,,production
69a1e321-4231-5707-bae6-1146331e35c3,,https://fhir-service.medicscloud.com/fhir/da/adsc_2fdnw8bVnUDw2Uv,hl7-fhir-rest,"STEVEN GOLDSTEIN, MD",,production
e96e0973-9f01-537a-a1c3-a4a8458c19cd,,https://fhir-service.medicscloud.com/fhir/da/adsc_zdFD52aierwPG3V,hl7-fhir-rest,Family Physicians of South Florida,,production
06457709-78c8-5c47-a9a6-7bbeb3b85f5a,,https://fhir-service.medicscloud.com/fhir/da/adsc_ay6TiCo68SDgkFQ,hl7-fhir-rest,North Shore Center For Gastro,,production
b96f0252-00dd-5fec-9bef-c39d8c470722,,https://fhir-service.medicscloud.com/fhir/da/adsc_Hon3Nn06XQrp1wO,hl7-fhir-rest,WINTER HAVEN CARDIOLOGY,,production
4bc6d4bb-d24e-5349-b716-2c6687b08a82,,https://fhir-service.medicscloud.com/fhir/da/adsc_Lb95MecbyriTprX,hl7-fhir-rest,RIS - TETON RADIOLOGY VASCULAR INSTITUTE  (MEDICAL IMAGING ASSOCIATES),,production
6d705274-2c86-5ab0-a0f2-9a61a06439e3,,https://fhir-service.medicscloud.com/fhir/da/adsc_nHMaEzaNZygUQs4,hl7-fhir-rest,Center for pain control,,production
2b72a233-6f97-5aad-8ffc-8cfb6bf81ab1,,https://fhir-service.medicscloud.com/fhir/da/adsc_StE8jQgwnB5x9oB,hl7-fhir-rest,ASSOCIATED WOMEN???S HEALTH,,production
41da1489-d58b-58db-818d-5cc5e04aace5,,https://fhir-service.medicscloud.com/fhir/da/adsc_gtGmDInARbEftvp,hl7-fhir-rest,"MURRAY JONAS, MD",,production
6afa7e7b-4cbe-5d41-921d-ae49e1348d5d,,https://fhir-service.medicscloud.com/fhir/da/adsc_qkR4af9ukUiOZZP,hl7-fhir-rest,FREDERICK FOOT CARE,,production
e973facc-ee8c-5433-a389-d2f1cb62a009,,https://fhir-service.medicscloud.com/fhir/da/adsc_rVSQgnmLact95Zg,hl7-fhir-rest,"Jay I. Stylman MD, PC",,production
bed0a480-97ec-54d9-82c4-d8eb16efca5a,,https://fhir-service.medicscloud.com/fhir/da/adsc_voeV5ZqMcJmDDJa,hl7-fhir-rest,"ALTSCHULER, GELFAND & BENJAMIN",,production
2f77d565-6e6d-5709-9fdf-c1877e6a9ee9,,https://fhir-service.medicscloud.com/fhir/da/adsc_xuEM7uWJcdJSuUR,hl7-fhir-rest,"RIS - JAY KAPLAN, MD",,production
a762bbb1-2e0e-5fcd-ba00-e06cfa6fac2b,,https://fhir-service.medicscloud.com/fhir/da/adsc_95PPAvtmddDIbFk,hl7-fhir-rest,RX- Peconic Ophthamology,,production
d55924f9-c0a6-5983-900c-f4e5ec3be57b,,https://fhir-service.medicscloud.com/fhir/da/adsc_JWgVBEnpCUuInXD,hl7-fhir-rest,Buckingham Pediatrics,,production
88c55286-4862-5c3d-bc0d-3011cba9ebbe,,https://fhir-service.medicscloud.com/fhir/da/adsc_s7LJSdFy2s5NYkN,hl7-fhir-rest,RX- Soderstrom Dermatology Center,,production
02c19e59-4060-508d-a8c8-1923af9ad25b,,https://fhir-service.medicscloud.com/fhir/da/adsc_diQFWdUfap5qSJl,hl7-fhir-rest,Accrediated Dermatology,,production
