endpoint_instance_id,endpoint_instance_original_id,payload_type_id,mime_type_id,system,sequence
0c9f6088-c669-55b5-9c5a-1f01a52683c2,hyWAL8k7gxbUrDM,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
e273b4cc-c91e-569b-9c37-fa8f62daf7d1,7lFqstfeNu3R2h0,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
0ccc21b1-58aa-5054-a79d-01a2ee2fdd5d,UTYYSyVTkx73Azo,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
4249130f-3606-56e6-af95-c856074ed4a1,ZiA1cbDqHjXjH1Y,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
22fe0103-e07f-5c45-8960-19159d1cbefa,434ytsa6AiltyuU,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
e1ad8a39-b702-51d8-8f51-12a6fb1937dc,ckzMdMSbrjqQh9G,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
6b4f6093-aa4a-5ecc-809c-5474d364b33a,DD8tsdoJysvT1X8,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
0c13c43f-e2e8-5987-a3b0-bd1b432ac251,EvTqhttbI6GTqx7,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
ac0572fe-60d6-5ccf-98f0-a6a762edf0ad,UPPhAbcQehTgfg3,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
222106b2-b62d-5547-9f10-116351459ab0,hKZQyEuUOuFnHvk,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
48af1ad4-5449-5ffe-978e-1d90005cf620,ACnt3Im9I2aw8R0,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
39836203-5b0a-509a-9f8e-a2eacd7d4817,YOm2ozcuDgHFtnF,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
b1e4d209-2bb7-5d04-aa64-21f49897fd10,7eN0vahlkyrihzO,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
3ae9b7ec-d13e-57ef-9e4f-90439b5e1779,qpALkkvFsPKwimi,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
734bb68c-1915-5012-a55a-f2680374950c,uPA5zQUR4IjHq8X,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
52d9f501-afa1-5ad3-b592-4b8bd7beba4b,xU2GpuTLhg0AXbK,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
626bff93-b94e-5424-ae42-40612f09ed61,Fln367U8qmmyHvq,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
684a0ea3-4a1b-5b35-921b-56b4a96662e6,nzPCW7NnDT4dgui,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
0b22c5b5-47d9-5689-a098-7db9ae0d83dd,Z5m6iGEiInnEmHf,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
d2383c1e-8722-5b1a-a250-5d31d7abaaad,NQBuKIxfnxmtjEQ,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
af0f6b5c-c139-5965-bfc2-0768528e8b42,uCYYOZongiuXe8q,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
95be3367-7667-51b5-b02e-0714bd60ebb4,5JN6lH1WDEXXHeX,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
3d5fd94e-49be-5943-a282-0914e39d3358,52FCEzVHiIWGRlS,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
79c85d61-86ea-5e30-b7be-697c7b95dffa,1YlMVrjQ1GPEkZc,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
709fc360-06cd-537e-855f-1bab57077ee0,LvvlTt7rw8b3C9N,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
41fc19bd-078e-5c6d-b638-d8f91fcb9538,LfKqu9qvN274TnJ,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
3eca4bcb-4631-5fd4-85ee-31f7c295bcce,wSvq6yIMZMzGDJv,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
ade428f6-27ed-5879-892a-7acf05afef53,nZvrmhLcL9ekl4f,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
6b2795a0-8b5e-5529-a9d1-2453868ab410,oB3nMEqxOFVmo8B,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
6d85ff5d-54ff-5e2e-909f-1f4a096a534e,KlQHXBKUUUr1QTl,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
69a1e321-4231-5707-bae6-1146331e35c3,2fdnw8bVnUDw2Uv,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
e96e0973-9f01-537a-a1c3-a4a8458c19cd,zdFD52aierwPG3V,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
06457709-78c8-5c47-a9a6-7bbeb3b85f5a,ay6TiCo68SDgkFQ,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
b96f0252-00dd-5fec-9bef-c39d8c470722,Hon3Nn06XQrp1wO,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
4bc6d4bb-d24e-5349-b716-2c6687b08a82,Lb95MecbyriTprX,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
6d705274-2c86-5ab0-a0f2-9a61a06439e3,nHMaEzaNZygUQs4,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
2b72a233-6f97-5aad-8ffc-8cfb6bf81ab1,StE8jQgwnB5x9oB,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
41da1489-d58b-58db-818d-5cc5e04aace5,gtGmDInARbEftvp,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
6afa7e7b-4cbe-5d41-921d-ae49e1348d5d,qkR4af9ukUiOZZP,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
e973facc-ee8c-5433-a389-d2f1cb62a009,rVSQgnmLact95Zg,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
bed0a480-97ec-54d9-82c4-d8eb16efca5a,voeV5ZqMcJmDDJa,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
2f77d565-6e6d-5709-9fdf-c1877e6a9ee9,xuEM7uWJcdJSuUR,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
a762bbb1-2e0e-5fcd-ba00-e06cfa6fac2b,95PPAvtmddDIbFk,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
